from,to
042d8d572277af1adbfec03a61168fd649fd2b9f,042d8d572277af1adbfec03a61168fd649fd2b9f
0d77cf247dc80bfba710f0aaea5816d64053e84a,0d77cf247dc80bfba710f0aaea5816d64053e84a
0d419ed8f6c74cf097e93a1067e939bbeef6b611,0d419ed8f6c74cf097e93a1067e939bbeef6b611
0fa44a702dbd8f4a733609339458842c9004512a,0fa44a702dbd8f4a733609339458842c9004512a
05d3e296a225e537176667ee18ae4a88a159e084,05d3e296a225e537176667ee18ae4a88a159e084
04c51df613eb4404854b6a821a9e01abe383e169,04c51df613eb4404854b6a821a9e01abe383e169
0117d328b5a18e9104c0d54a7ce8b5db160567c8,0117d328b5a18e9104c0d54a7ce8b5db160567c8
04dd42d2d9e43e8a74767538287c29f566d31fb6,04dd42d2d9e43e8a74767538287c29f566d31fb6
0ebacfc55aebb389eeb0ec4b736213fdd213bb36,0ebacfc55aebb389eeb0ec4b736213fdd213bb36
00e2190c166a55e0471246aa0a8e045c75d37680,00e2190c166a55e0471246aa0a8e045c75d37680
042cf37147d3c248d1a3331037d6d7ea6023ae4c,042cf37147d3c248d1a3331037d6d7ea6023ae4c
0ce1fe8f8de6f6ce055eed3b85e9b36108e88ea5,0ce1fe8f8de6f6ce055eed3b85e9b36108e88ea5
06da64a5914c68faffb830a878324680c5155d07,06da64a5914c68faffb830a878324680c5155d07
0a9ca4de74c40193d63fd5ba50c588c8d232c2a0,0a9ca4de74c40193d63fd5ba50c588c8d232c2a0
085f8adbd1afcbb524c7febcb694f992b42d1af7,085f8adbd1afcbb524c7febcb694f992b42d1af7
09d2a80b289bc10000ce7ed57549127bb7b84461,09d2a80b289bc10000ce7ed57549127bb7b84461
0c2333f60b5d2f67aba428d28cc1429ba0d06405,0c2333f60b5d2f67aba428d28cc1429ba0d06405
02f0385f099e558590007a9ffcbd5f7e5cbf194f,02f0385f099e558590007a9ffcbd5f7e5cbf194f
0da72d7ffffa683f6ffb55af332069127ed02d9b,0da72d7ffffa683f6ffb55af332069127ed02d9b
02a37fd30c655da5f91fe646de5e9573aab40fc8,02a37fd30c655da5f91fe646de5e9573aab40fc8
08f86164dce037a19db34d12a2e30a2148265b13,08f86164dce037a19db34d12a2e30a2148265b13
05b7d53b17a52d06aa1793e7cab0512fadbb73ba,05b7d53b17a52d06aa1793e7cab0512fadbb73ba
0676b056d4f5f3b6572fd06635f5bd82035749f7,0676b056d4f5f3b6572fd06635f5bd82035749f7
0226670256ce184a06a687663b79cd1f169622d0,0226670256ce184a06a687663b79cd1f169622d0
05be3b2a39dc57124cc85f96365c86b4fc121bf3,05be3b2a39dc57124cc85f96365c86b4fc121bf3
01842d5e94bc8ee5494497d3f6ff84dec2f464af,01842d5e94bc8ee5494497d3f6ff84dec2f464af
0853e21aa34ac14e86fa043731cf3724be39095e,0853e21aa34ac14e86fa043731cf3724be39095e
0e78e90f5ea81ced4fe543925124d90283e297be,0e78e90f5ea81ced4fe543925124d90283e297be
0a7d8c9bfb5c5210d3d55f2e9a0201f7122d8cd9,0a7d8c9bfb5c5210d3d55f2e9a0201f7122d8cd9
0a0d2c760c609f4871ed3ef96a61c7a7c9f25e67,0a0d2c760c609f4871ed3ef96a61c7a7c9f25e67
09b01db2ab61bfdb84ae0543c10777133148e9a4,09b01db2ab61bfdb84ae0543c10777133148e9a4
02a5a7200b6b2f0cafdaf2ee43fb2be85141ae7e,02a5a7200b6b2f0cafdaf2ee43fb2be85141ae7e
0621474aa724a93b98d0b83820464436e20dc10e,0621474aa724a93b98d0b83820464436e20dc10e
01e769814253fd7a73c35af5c183adee5687e4cc,01e769814253fd7a73c35af5c183adee5687e4cc
0e2d3c09deea511497544cf48ec1db7fbc2442aa,0e2d3c09deea511497544cf48ec1db7fbc2442aa
0f9525af3f1ce734fe3b959e57d9af0e46140b8e,0f9525af3f1ce734fe3b959e57d9af0e46140b8e
06daffaf118e829d01159019c67f1203507e8d14,06daffaf118e829d01159019c67f1203507e8d14
0db6984574ef3a2474a8d22d43afa887cf97f3f4,0db6984574ef3a2474a8d22d43afa887cf97f3f4
0bee7859db3bb029794f75eea99e9e5ef5be8c34,0bee7859db3bb029794f75eea99e9e5ef5be8c34
0ab72f7ccc4c7b22fecd985919e0d4fb33215ec1,0ab72f7ccc4c7b22fecd985919e0d4fb33215ec1
09c937b25ba90e326622221bb7a3fc482b5290b1,09c937b25ba90e326622221bb7a3fc482b5290b1
06ab219a8f33478b43a5eb3b5ab51ee98505094d,06ab219a8f33478b43a5eb3b5ab51ee98505094d
0b74da708b331a98b9b06357fc7a55d82451e33d,0b74da708b331a98b9b06357fc7a55d82451e33d
0726dc25b5e6eb31c70255bd100681277e15e89c,0726dc25b5e6eb31c70255bd100681277e15e89c
0deff1cc4aa16b8d3e63ca3d939a234e7ee546af,0deff1cc4aa16b8d3e63ca3d939a234e7ee546af
0b01f139f359a033381f3b321946d1fd25bb5856,0b01f139f359a033381f3b321946d1fd25bb5856
0e7b847573828652e1cb96820e5cdf9d3bd58e7f,0e7b847573828652e1cb96820e5cdf9d3bd58e7f
02f6dd67b922f0c02b5f67aefc8a9fca071d6420,02f6dd67b922f0c02b5f67aefc8a9fca071d6420
071f7ce2d2b31728783f6ec36231932451690744,071f7ce2d2b31728783f6ec36231932451690744
08212ec2ed1381639eb994f65e9fb99915b03a4b,08212ec2ed1381639eb994f65e9fb99915b03a4b
00a43d3bb49bbc719fc650f091f142447b4c8793,00a43d3bb49bbc719fc650f091f142447b4c8793
07a054b705808c0fea0f7deb93f0ab765c3d9699,07a054b705808c0fea0f7deb93f0ab765c3d9699
0bc52318abf32562c934532dd68bd35fd8099799,0bc52318abf32562c934532dd68bd35fd8099799
06671a0db4bf7239d2f3dbe31269be91eb22c85b,06671a0db4bf7239d2f3dbe31269be91eb22c85b
08a728358faa6ffc38cde8d990c5bbcdd9e43326,08a728358faa6ffc38cde8d990c5bbcdd9e43326
08f00e1f551dc81c0ef716cc501daa46ff9ee888,08f00e1f551dc81c0ef716cc501daa46ff9ee888
0887f4d24c7e6360cce4973b069430cc42bfa4c2,0887f4d24c7e6360cce4973b069430cc42bfa4c2
0db1bfa93297bfbf883784b4b4c72fabb280bb27,0db1bfa93297bfbf883784b4b4c72fabb280bb27
0b22f77003b770ecd129bac81ce4a6afebf8f3b8,0b22f77003b770ecd129bac81ce4a6afebf8f3b8
0df663522e8cd4fb754cf284b30969605f99dc66,0df663522e8cd4fb754cf284b30969605f99dc66
06cbd6c24d78f7000383f67b7cc98152e01e21eb,06cbd6c24d78f7000383f67b7cc98152e01e21eb
0ae58ff0f146da255da7dd8da8b58be2c2793bbb,0ae58ff0f146da255da7dd8da8b58be2c2793bbb
030d80515d1b49f9a75929a64b6070742081e6c1,030d80515d1b49f9a75929a64b6070742081e6c1
0ccf1551f2a7cd16f568e4650c08038e5e90f4d2,0ccf1551f2a7cd16f568e4650c08038e5e90f4d2
004beb929a5fb7273b664475de608d3aec78a3b4,004beb929a5fb7273b664475de608d3aec78a3b4
0cd39ded9e106fb1691d3c8ca52fc7f83818ad19,0cd39ded9e106fb1691d3c8ca52fc7f83818ad19
08402a749a2c46bffb19359af34ad80b5f10cf7c,08402a749a2c46bffb19359af34ad80b5f10cf7c
0d9c4f96ad6912e45c7e56eade22063b1f8a2d76,0d9c4f96ad6912e45c7e56eade22063b1f8a2d76
0099a5f4510847d557cae785e4a969c26cf3b8b7,0099a5f4510847d557cae785e4a969c26cf3b8b7
0536f1fa5007657874fe4db6ac2d0ba07ccf4dbd,0536f1fa5007657874fe4db6ac2d0ba07ccf4dbd
0ba2b5e47f84190aacdcc2977cd3596fb2ec5afe,0ba2b5e47f84190aacdcc2977cd3596fb2ec5afe
06f2e3ae3bdc710249828862562187cdb27b8384,06f2e3ae3bdc710249828862562187cdb27b8384
0d7f805573c2deb5280c11325375d1dd16b98d7e,0d7f805573c2deb5280c11325375d1dd16b98d7e
0c8a14a6fad4dd383b8cb8f4069fb519eb5cbca5,0c8a14a6fad4dd383b8cb8f4069fb519eb5cbca5
0f1bc84785ae2168b0dc67b2c02998e78befde3f,0f1bc84785ae2168b0dc67b2c02998e78befde3f
0508f266c654a201204d7d8092eb4bc94841ac47,0508f266c654a201204d7d8092eb4bc94841ac47
0c74bcc7c0f112f5a1dd4b454f9c4589ca32d332,0c74bcc7c0f112f5a1dd4b454f9c4589ca32d332
0014ef6481586e3b9e5c0c4642e00fbb86136d97,0014ef6481586e3b9e5c0c4642e00fbb86136d97
0187ed082dec01783806f948fce60643a3135d7e,0187ed082dec01783806f948fce60643a3135d7e
074f00fef40f55a122d5c277e053c4e3dee2c708,074f00fef40f55a122d5c277e053c4e3dee2c708
00810927202df79e1c8e5cfdc17f3079a30de5ee,00810927202df79e1c8e5cfdc17f3079a30de5ee
0278da20f447640084e536bb817f698629c147cd,0278da20f447640084e536bb817f698629c147cd
0a1410fa2f5522a9cb5c51547d8b9618378bee25,0a1410fa2f5522a9cb5c51547d8b9618378bee25
0229fce531b3c8a8b3e9b5771e659e24f89d5433,0229fce531b3c8a8b3e9b5771e659e24f89d5433
0a6aecccc7e8d563c4505ad98f954ecaf95e5b5e,0a6aecccc7e8d563c4505ad98f954ecaf95e5b5e
02bb7eb4022ffac29a845536fb7be6e49193b3da,02bb7eb4022ffac29a845536fb7be6e49193b3da
0b051b0e84f2732b74641e9202291321d3acb5d8,0b051b0e84f2732b74641e9202291321d3acb5d8
04bffd04551b1c93003b8c59b535afba6c1f4cb7,04bffd04551b1c93003b8c59b535afba6c1f4cb7
0261e7832f63f97f12d5ec1aea329c1d5fead5e6,0261e7832f63f97f12d5ec1aea329c1d5fead5e6
0c1b026414c0d50a81cf1d70fdc28ef0c108331f,0c1b026414c0d50a81cf1d70fdc28ef0c108331f
0591f7a14d9fa797441c135bd3add09e62a2a254,0591f7a14d9fa797441c135bd3add09e62a2a254
0883a5774d23e365db0abcf95d08517dc460f73d,0883a5774d23e365db0abcf95d08517dc460f73d
081a733020b60760af92f126ec38fef9aea5d0af,081a733020b60760af92f126ec38fef9aea5d0af
0851ee7cb2993c1d2b7c324b8c0d04302c3c6900,0851ee7cb2993c1d2b7c324b8c0d04302c3c6900
08f2ec71ec4e04d26f1c5973b31682f1e490859c,08f2ec71ec4e04d26f1c5973b31682f1e490859c
09bac9f251657b215fe7ef2e694c8a04f5a5b03b,09bac9f251657b215fe7ef2e694c8a04f5a5b03b
016785551d61a72907c0cb5323dcb6ccd79f4cb9,016785551d61a72907c0cb5323dcb6ccd79f4cb9
041aca6cce5ce4fe6f789e7539063016d0a21421,041aca6cce5ce4fe6f789e7539063016d0a21421
076cd67823d0526ae4334b98df6890a969deb97a,076cd67823d0526ae4334b98df6890a969deb97a
056fb9c231c9c9a136e6f3c21414efa0a8d5a461,056fb9c231c9c9a136e6f3c21414efa0a8d5a461
040ced8df64ab51076c5f1f783630819e294297a,040ced8df64ab51076c5f1f783630819e294297a
0dee49f7ec6abadfee3d5d5f58ae7f05b4bb70e6,0dee49f7ec6abadfee3d5d5f58ae7f05b4bb70e6
060328e39dd4aaacb8ac1a5791c5e259f600b954,060328e39dd4aaacb8ac1a5791c5e259f600b954
030a1a3d601333dc62750d4696bb5d5bb5a33cf5,030a1a3d601333dc62750d4696bb5d5bb5a33cf5
05b08aed5b5a3921c1f0a4695caeeb78f065a711,05b08aed5b5a3921c1f0a4695caeeb78f065a711
0185193a54fc1b97fc65424f479e22e795b3e6f3,0185193a54fc1b97fc65424f479e22e795b3e6f3
0ae09413aa061e4af50d6b2999cb9f86a1d53084,0ae09413aa061e4af50d6b2999cb9f86a1d53084
017c36bc52739b38f4df028be64f3eebc636c039,017c36bc52739b38f4df028be64f3eebc636c039
039628f76f19b28d2018ec700dedbe38f86a95d1,039628f76f19b28d2018ec700dedbe38f86a95d1
03a42c1bd3b81abd02ac0249f26e336c5f8cd0bb,03a42c1bd3b81abd02ac0249f26e336c5f8cd0bb
076ca8f7d5908c5a211a69ecf5f49a2eda3f8bb2,076ca8f7d5908c5a211a69ecf5f49a2eda3f8bb2
05fc952ce5c8461cc3532220eec530f5d3540054,05fc952ce5c8461cc3532220eec530f5d3540054
0ca8b6b49c2762ad369002c5fb129adf09f32b0f,0ca8b6b49c2762ad369002c5fb129adf09f32b0f
00759da989c7ee0f87afce10b69efb8cc256fd7e,00759da989c7ee0f87afce10b69efb8cc256fd7e
073663789231453e545c6a0dd206bb45b953a9da,073663789231453e545c6a0dd206bb45b953a9da
08c7599862be7ef445918bb4c80693254c781378,08c7599862be7ef445918bb4c80693254c781378
0284d13a69a68541dcf837a4367612753415c2f2,0284d13a69a68541dcf837a4367612753415c2f2
0089785b95f0c2556c7a3c68bb255f70701ef637,0089785b95f0c2556c7a3c68bb255f70701ef637
0aabab48f1c8b497755052ecfdbb1c907aeb6d21,0aabab48f1c8b497755052ecfdbb1c907aeb6d21
0eda82734d9eab9f1bfad6866b7882af19e5dbe7,0eda82734d9eab9f1bfad6866b7882af19e5dbe7
03913143a93c1609ecc3866e973f02a93cd20d58,03913143a93c1609ecc3866e973f02a93cd20d58
0f97e8d5f74ce3d8a7d67b5f3536c58b500dfecb,0f97e8d5f74ce3d8a7d67b5f3536c58b500dfecb
0e6c2bdd58d02c2a588b36ec5594b7b2375db762,0e6c2bdd58d02c2a588b36ec5594b7b2375db762
05676501ce3fc34e69d65794bf2dfcbc4f1999f1,05676501ce3fc34e69d65794bf2dfcbc4f1999f1
089bfd88564ffb4160fcb561160249c52e48baa5,089bfd88564ffb4160fcb561160249c52e48baa5
01d7f16ba035135cb6decaf531b528571f6dd818,01d7f16ba035135cb6decaf531b528571f6dd818
0964d4ac419d71314fca034897b82062e1e80199,0964d4ac419d71314fca034897b82062e1e80199
08ed26fc3e8cd57b5992ddfe0446bf6acaa58cc1,08ed26fc3e8cd57b5992ddfe0446bf6acaa58cc1
0d9ae5e7535b2b4bb11b8d427c48bbf51d4c4173,0d9ae5e7535b2b4bb11b8d427c48bbf51d4c4173
0591648ac598bd75a877fa01c0886cc7f9a2b718,0591648ac598bd75a877fa01c0886cc7f9a2b718
08fbc055abb626312ac627a67fcea503df7f25e6,08fbc055abb626312ac627a67fcea503df7f25e6
0aa187af5e3df24218c4cda25a2f1dfa8c510e0f,0aa187af5e3df24218c4cda25a2f1dfa8c510e0f
07ee12896a03c1587aa6ca7ae5ecc4f466baa0a3,07ee12896a03c1587aa6ca7ae5ecc4f466baa0a3
0121a7327b747252b8a1793b6eb883b5bc02aa51,0121a7327b747252b8a1793b6eb883b5bc02aa51
04e97ed7e7d63acb85bd0030b4253e90fe53f19f,04e97ed7e7d63acb85bd0030b4253e90fe53f19f
0dc748622042ac1141dd4b7e622a725e14394df1,0dc748622042ac1141dd4b7e622a725e14394df1
033dd81352029c0ffc17a2c8fbffe84234e009d4,033dd81352029c0ffc17a2c8fbffe84234e009d4
0628fbe2cd551cb30b2837c7a8ba3be2fb2e07b1,0628fbe2cd551cb30b2837c7a8ba3be2fb2e07b1
04583b51ae12f60ad667174e7e63f10ffa83d541,04583b51ae12f60ad667174e7e63f10ffa83d541
0329eba8971aa8551b53722587c11a91b8676744,0329eba8971aa8551b53722587c11a91b8676744
0112e63503428bb5a9e2fb2ad33342179b6fdf8b,0112e63503428bb5a9e2fb2ad33342179b6fdf8b
08e73ceb4fa7dabf1928d20b209373db51cd4d3f,08e73ceb4fa7dabf1928d20b209373db51cd4d3f
0d8f8fb27aa968eaafbbbc06601d4396ed0a3b52,0d8f8fb27aa968eaafbbbc06601d4396ed0a3b52
0d99adb7c9b3a99c748b607241e23dd33ba6fae7,0d99adb7c9b3a99c748b607241e23dd33ba6fae7
03afc51ff2c0a607d0d738a3f75cb968f19c0946,03afc51ff2c0a607d0d738a3f75cb968f19c0946
0232955b1daefbd95b8405053423e33e21441c8c,0232955b1daefbd95b8405053423e33e21441c8c
0463b26031a87bf7c712a198985a122281009536,0463b26031a87bf7c712a198985a122281009536
0cbd1427740463b6023d466354b7dcc2e0750129,0cbd1427740463b6023d466354b7dcc2e0750129
07c1747adac599b9c1b3ab01a631bca173da6fc0,07c1747adac599b9c1b3ab01a631bca173da6fc0
0093b0ec30cb36700566ce47c58d64c8a55c5095,0093b0ec30cb36700566ce47c58d64c8a55c5095
0c574265c1a52ab9f75daf3a88e85edd8cfdd7b9,0c574265c1a52ab9f75daf3a88e85edd8cfdd7b9
0877e69c7249d27d35a3c6f8fed71a2e1082945d,0877e69c7249d27d35a3c6f8fed71a2e1082945d
0ee47391312f1cf4d9a5647cdca199e63f2d33e4,0ee47391312f1cf4d9a5647cdca199e63f2d33e4
0cf01d7641fd5bfd96ae61f0907ab504244024f6,0cf01d7641fd5bfd96ae61f0907ab504244024f6
084a5de2a5b7a6eb15bd4fc9480de2eab67afcb5,084a5de2a5b7a6eb15bd4fc9480de2eab67afcb5
0b5060dfc709f920ec3a7161f06879fe0eb1dc32,0b5060dfc709f920ec3a7161f06879fe0eb1dc32
051fd747844375131b23e92562dfab8d9bb39ca7,051fd747844375131b23e92562dfab8d9bb39ca7
0b68f2447db58d71b7cd8282974aae19ea209cc5,0b68f2447db58d71b7cd8282974aae19ea209cc5
049e7cb4831c713e102dfc82070d8cb2f66f80e9,049e7cb4831c713e102dfc82070d8cb2f66f80e9
0fba64bd9065f0106af4b97dd7eb2f6b243c47e3,0fba64bd9065f0106af4b97dd7eb2f6b243c47e3
06a7c528b5d49c5f216d6740e7bf856a9e9bad45,06a7c528b5d49c5f216d6740e7bf856a9e9bad45
0afd26997bac780c010ac8243e4dfb71a22f613f,0afd26997bac780c010ac8243e4dfb71a22f613f
028c2bd44aa11665f5901a565f9a06e0abbc13c3,028c2bd44aa11665f5901a565f9a06e0abbc13c3
0ea46c3a7509ecfe5ecc0818008b1292cc9ee54f,0ea46c3a7509ecfe5ecc0818008b1292cc9ee54f
05eaf4814de9412dc7a680a30fc40ac10f0802fc,05eaf4814de9412dc7a680a30fc40ac10f0802fc
0ae6cc7bb87f1d4dfd0e796f6a8e7d404b4cbb93,0ae6cc7bb87f1d4dfd0e796f6a8e7d404b4cbb93
02cca27248f87a9c71c2c956cd804c379e512ffd,02cca27248f87a9c71c2c956cd804c379e512ffd
0cf0434cf148b34b723823f4d189b7eb1a1597b0,0cf0434cf148b34b723823f4d189b7eb1a1597b0
0763c684567f9cabe4e4f40b52e1cb9c3122178b,0763c684567f9cabe4e4f40b52e1cb9c3122178b
0f0ff14b84a14f47480f4379226c760cb50fe5d0,0f0ff14b84a14f47480f4379226c760cb50fe5d0
0698b9e6d12fadefc35769b93154f6ece3088637,0698b9e6d12fadefc35769b93154f6ece3088637
028d4c167239312b0210267df0b3cf390027cd97,028d4c167239312b0210267df0b3cf390027cd97
045d222c84a79e998c2f6daab1c0dbc7f423b1bf,045d222c84a79e998c2f6daab1c0dbc7f423b1bf
08082e56a635c78c98fe37db23829bf8fa56420d,08082e56a635c78c98fe37db23829bf8fa56420d
05248c1722f0c98d170dc9e68f628557f07243b8,05248c1722f0c98d170dc9e68f628557f07243b8
008a4cdacca9ccbcdad668785267339dd7f95c1b,008a4cdacca9ccbcdad668785267339dd7f95c1b
0e9612641318c7cba33cf6e6398ea0d641094225,0e9612641318c7cba33cf6e6398ea0d641094225
0cf28fac83f516ef00b067d3ac00d34bde849166,0cf28fac83f516ef00b067d3ac00d34bde849166
054f410f90583548e77b3d7bf143b3a0a960ec9b,054f410f90583548e77b3d7bf143b3a0a960ec9b
02627d1ed5d8c879deb2f391c42cc6ebf5e2287f,02627d1ed5d8c879deb2f391c42cc6ebf5e2287f
0b334158583d32641d73cbe5c2f0664c8a8080fc,0b334158583d32641d73cbe5c2f0664c8a8080fc
0281550281fe91ee5c6dfcccea6687799541b57e,0281550281fe91ee5c6dfcccea6687799541b57e
02b6a70372957f64657585067ebafc1857052723,02b6a70372957f64657585067ebafc1857052723
0cadcf1f3cf3e6caec358e156bdcc18b5c25b10f,0cadcf1f3cf3e6caec358e156bdcc18b5c25b10f
0e391fbd38533e7ff5aefea496c409d0bc0015cb,0e391fbd38533e7ff5aefea496c409d0bc0015cb
0b8656a193c22531f7e510993e62720e64a17f1d,0b8656a193c22531f7e510993e62720e64a17f1d
0106dc4800f6249ccddd0547533b8cc160dc9f91,0106dc4800f6249ccddd0547533b8cc160dc9f91
0d7ee9052802c9e4e50b1e1e320266bb4bc0cf70,0d7ee9052802c9e4e50b1e1e320266bb4bc0cf70
0e09270d583cd0b041cbd33dafa158c55e295b13,0e09270d583cd0b041cbd33dafa158c55e295b13
0cc3d72cadcbb92697ab67e86d830bc8a70c3769,0cc3d72cadcbb92697ab67e86d830bc8a70c3769
00e64be59a8388f18146747c847d346809b57c65,00e64be59a8388f18146747c847d346809b57c65
053f86e5af1a7c54c195b087633a5a324069c2f1,053f86e5af1a7c54c195b087633a5a324069c2f1
058a25a8fe503fa915d9e93f34191f58b681cc5f,058a25a8fe503fa915d9e93f34191f58b681cc5f
00442f992eea70513992b55c83e38275cd5e4f68,00442f992eea70513992b55c83e38275cd5e4f68
0704af8f82f2b0a0f1d52491aa5d4c06c20e81d3,0704af8f82f2b0a0f1d52491aa5d4c06c20e81d3
02cee197696620d89d6f0551bf7084dc3b96f4a7,02cee197696620d89d6f0551bf7084dc3b96f4a7
0703d920b16d6700635c45a3dac75cb71df6d623,0703d920b16d6700635c45a3dac75cb71df6d623
04d3dc765827d098274ae28d10d413c9fc283387,04d3dc765827d098274ae28d10d413c9fc283387
066fbb631d3446d30e63368270d3862f352bedbc,066fbb631d3446d30e63368270d3862f352bedbc
05ae29021e6bd6bea6dcf347e30ffce52c4201f9,05ae29021e6bd6bea6dcf347e30ffce52c4201f9
047eccdb4438cd36ee0362f669272cba263ccdd7,047eccdb4438cd36ee0362f669272cba263ccdd7
0a09573635aaccb74211c2b05a06fdd168d7bedd,0a09573635aaccb74211c2b05a06fdd168d7bedd
0d98deeae4a677d3b28e8fa504b823331a57a7e3,0d98deeae4a677d3b28e8fa504b823331a57a7e3
00ac9b474a6ee54cd2dd5ddbb43e2ea5a648845b,00ac9b474a6ee54cd2dd5ddbb43e2ea5a648845b
04cc04009cdf0a7d4de608511710ba1de5d3eea6,04cc04009cdf0a7d4de608511710ba1de5d3eea6
064530c42a7f511e0c8272377ab41391c19283b6,064530c42a7f511e0c8272377ab41391c19283b6
02b293d72a8ebcbef201ccc77ebf2c70bf7e287f,02b293d72a8ebcbef201ccc77ebf2c70bf7e287f
06a2010245e366bb09add7d26b7085502a1aca28,06a2010245e366bb09add7d26b7085502a1aca28
025f6852081a41c2ac22d2fbdc2746f7842026ea,025f6852081a41c2ac22d2fbdc2746f7842026ea
0f4af73374a8ce36f10085515a605d3d85fcf1d0,0f4af73374a8ce36f10085515a605d3d85fcf1d0
0533d93239ca67e603bd8fb885fdc0eee95e86d7,0533d93239ca67e603bd8fb885fdc0eee95e86d7
0470cfdc88cba69dbc1ddb4ae39dbc43a53b6412,0470cfdc88cba69dbc1ddb4ae39dbc43a53b6412
00ebfef081cf61e1ee65cf96c1efdf85f9a9c735,00ebfef081cf61e1ee65cf96c1efdf85f9a9c735
04a56b8c9e0a093f13edcda1935ef9edf315243f,04a56b8c9e0a093f13edcda1935ef9edf315243f
01d65c96517b1a3370f8e1ea22097cab200e24f2,01d65c96517b1a3370f8e1ea22097cab200e24f2
04d8f5c6700933fb0b96311cc1d8e0818a26ee99,04d8f5c6700933fb0b96311cc1d8e0818a26ee99
00fda534025d63f9dbfa3910c66655396937e88c,00fda534025d63f9dbfa3910c66655396937e88c
0379b75e612c9e5638b5ec9ee69ececdc422370a,0379b75e612c9e5638b5ec9ee69ececdc422370a
050d76241d6a31bf7474a9747e0025b0ef518e6c,050d76241d6a31bf7474a9747e0025b0ef518e6c
0f37d654b4816a569f9ebd61a035a328fc564a68,0f37d654b4816a569f9ebd61a035a328fc564a68
08b91226a7c63058a63c1121a29096dc9643bd2c,08b91226a7c63058a63c1121a29096dc9643bd2c
