from,to
0370042b0a9803b33ade8ba448bf8748f3fdbe5e,0621474aa724a93b98d0b83820464436e20dc10e
03156201e55bf929ab75a434d7e0f4cde667f204,0dd9bee0cedea5abafd5c2257b2df62f2272f97c
0fb1caafe989003d9281d111b1a4c05a3216f986,0dc70d8eb047741f7cbfee0481ee0348b97e71b7
08315ab006875f57fb89790a51299891a4382596,0a3e724f6314f69194d685ceafdee364455dfdc1
043c9297431a4d0cdc030ac3ea6e9b24f58185d5,0cab53071b1948c6b9f1e01e11e679f6e423d89e
06daf31e23a815438553dea61263c63b7f58ca91,070282410454765dfd4e71bf4b6a7d29bd6b3e3c
0c21ff34e68b201129564e76dcb0e9320b9ed585,0ba2b5e47f84190aacdcc2977cd3596fb2ec5afe
0352b9e074ab16c69ee4877a77645de752c90d8a,0117d328b5a18e9104c0d54a7ce8b5db160567c8
02bd5e30dde45ee9afeaa37f1dab9950709ebe0b,0de95d9c8ccafd916802fd187fedf11c42a12ba9
0f21494ad54c94f70f1560118103ca0251c60db8,0deff1cc4aa16b8d3e63ca3d939a234e7ee546af
042d8d572277af1adbfec03a61168fd649fd2b9f,0207b01f1afa1c27aa7893a81946e0abbb0f83b7
0d419ed8f6c74cf097e93a1067e939bbeef6b611,0c5c6217032e859e47aa1d8483eaf5109be4d0a5
0fa44a702dbd8f4a733609339458842c9004512a,0b137eb3cb8641c68abf7ab6b0087add16ef53c8
05d3e296a225e537176667ee18ae4a88a159e084,0719f1fcf0bac38fe7b2417fa4509b78b08c3d0f
04c51df613eb4404854b6a821a9e01abe383e169,045d222c84a79e998c2f6daab1c0dbc7f423b1bf
0117d328b5a18e9104c0d54a7ce8b5db160567c8,0352b9e074ab16c69ee4877a77645de752c90d8a
04dd42d2d9e43e8a74767538287c29f566d31fb6,09b811017d3ef2f2ab7305ba93d9cb656c25f69e
00e2190c166a55e0471246aa0a8e045c75d37680,0dd3bdfe63ab9d24cae817b57a28024e1a5984b4
0d0cdf86de4385c3c137fd4e62a8a5a734b4ec2f,014c10560242982ce08d43459372c3efe79df8ba
042cf37147d3c248d1a3331037d6d7ea6023ae4c,053e1f50950244b0ae843160917b5896b9558307
0ce1fe8f8de6f6ce055eed3b85e9b36108e88ea5,092659d20c024deefe16c680d003e82bfdde11b0
020b3a8ec4485d29c00ccd9c9c073d15373dd7d8,0c625b5bdfaaa9a57b2421333fbd55f4cbacfb18
06da64a5914c68faffb830a878324680c5155d07,02627d1ed5d8c879deb2f391c42cc6ebf5e2287f
0a9ca4de74c40193d63fd5ba50c588c8d232c2a0,07a2a49027faa54b1967abd3ffda4862aba0a965
085f8adbd1afcbb524c7febcb694f992b42d1af7,0b68fd432ae629444e238d6a6a14ec37cea79b7e
09d2a80b289bc10000ce7ed57549127bb7b84461,0851ee7cb2993c1d2b7c324b8c0d04302c3c6900
0dd9bee0cedea5abafd5c2257b2df62f2272f97c,03156201e55bf929ab75a434d7e0f4cde667f204
0c2333f60b5d2f67aba428d28cc1429ba0d06405,0704af8f82f2b0a0f1d52491aa5d4c06c20e81d3
02f0385f099e558590007a9ffcbd5f7e5cbf194f,0d98deeae4a677d3b28e8fa504b823331a57a7e3
0da72d7ffffa683f6ffb55af332069127ed02d9b,083d83335bd1a11b25a823a7313f1e379a98e564
02a37fd30c655da5f91fe646de5e9573aab40fc8,0673dd5513b5653e6ab066b10bfa792ab324ab67
0f34ad05ba5e44f1edbab00a81bada9f90162c16,07c51642551f54d3f80751878b5e584a245ca267
08f86164dce037a19db34d12a2e30a2148265b13,08de5055f68a1782f185ed5628ba3c4ce5a2928c
0676b056d4f5f3b6572fd06635f5bd82035749f7,04eabd8f8adef1d9791886b5d50d985b0cf86e6f
0226670256ce184a06a687663b79cd1f169622d0,01e4fd7d4303c69f81ed4d3b31e2d7a1193b6f9b
05be3b2a39dc57124cc85f96365c86b4fc121bf3,0352b9e074ab16c69ee4877a77645de752c90d8a
01842d5e94bc8ee5494497d3f6ff84dec2f464af,0b137eb3cb8641c68abf7ab6b0087add16ef53c8
0853e21aa34ac14e86fa043731cf3724be39095e,0a7c9831614fdee1f3944db13d2e653460efdad4
0a7d8c9bfb5c5210d3d55f2e9a0201f7122d8cd9,0945b05fa26db6f3aba743c1afe3bb89ed597891
0a0d2c760c609f4871ed3ef96a61c7a7c9f25e67,07bdf337269546f872bd1e1e3a15aaf03ca71f58
09b01db2ab61bfdb84ae0543c10777133148e9a4,0904029f9e5a9e2271d1ce90914a4a629d1015bd
02a5a7200b6b2f0cafdaf2ee43fb2be85141ae7e,0e12359ad3e81a9daaa4f86ac213f336c7a6d005
0621474aa724a93b98d0b83820464436e20dc10e,0370042b0a9803b33ade8ba448bf8748f3fdbe5e
01e769814253fd7a73c35af5c183adee5687e4cc,07a4c310ea65acc3d8303c83044aa31c45144f8c
0e2d3c09deea511497544cf48ec1db7fbc2442aa,08a728358faa6ffc38cde8d990c5bbcdd9e43326
06daffaf118e829d01159019c67f1203507e8d14,0370042b0a9803b33ade8ba448bf8748f3fdbe5e
0db6984574ef3a2474a8d22d43afa887cf97f3f4,0287eebacd5d905ac75d2d863a2ef34ccd696992
0bee7859db3bb029794f75eea99e9e5ef5be8c34,09ce6cfff7d3546fe982b44957b994439d3c5820
0ab72f7ccc4c7b22fecd985919e0d4fb33215ec1,0dee49f7ec6abadfee3d5d5f58ae7f05b4bb70e6
09c937b25ba90e326622221bb7a3fc482b5290b1,05aa8f6ab81dc0d63c22cbf0b1b8383b69a5b265
0b7c03a911fa546871ea56d3755864c5239e70ad,06035d2bec89118b222add704135b963c13b7e8a
06ab219a8f33478b43a5eb3b5ab51ee98505094d,06cb2eb19fb5c8d66de55bfc7be8b8d772560193
0b74da708b331a98b9b06357fc7a55d82451e33d,00442f992eea70513992b55c83e38275cd5e4f68
0726dc25b5e6eb31c70255bd100681277e15e89c,00d644630d106b836297110e7ee403f1d017991d
0deff1cc4aa16b8d3e63ca3d939a234e7ee546af,0f21494ad54c94f70f1560118103ca0251c60db8
0b01f139f359a033381f3b321946d1fd25bb5856,0e7b847573828652e1cb96820e5cdf9d3bd58e7f
0e7b847573828652e1cb96820e5cdf9d3bd58e7f,0b01f139f359a033381f3b321946d1fd25bb5856
02f6dd67b922f0c02b5f67aefc8a9fca071d6420,0cf28fac83f516ef00b067d3ac00d34bde849166
071f7ce2d2b31728783f6ec36231932451690744,0329eba8971aa8551b53722587c11a91b8676744
08212ec2ed1381639eb994f65e9fb99915b03a4b,0e72c998806412b0acf740dfc4bbc85d95c26bbb
00a43d3bb49bbc719fc650f091f142447b4c8793,0319588d87d2236fd8e5b345a732b60edaac7872
07a054b705808c0fea0f7deb93f0ab765c3d9699,0bc9a8bfcf59f9fe43b17b37c33172b85a413092
0bc52318abf32562c934532dd68bd35fd8099799,0db1bfa93297bfbf883784b4b4c72fabb280bb27
06671a0db4bf7239d2f3dbe31269be91eb22c85b,079ac6c18b1672c4bfca5c8a144cf92b63d95299
08a728358faa6ffc38cde8d990c5bbcdd9e43326,0e2d3c09deea511497544cf48ec1db7fbc2442aa
08f00e1f551dc81c0ef716cc501daa46ff9ee888,0659080462092c27cce6c48c101dcc2f104ac8a2
0887f4d24c7e6360cce4973b069430cc42bfa4c2,096eaaae4e68ce74b3f4b09a05cbe551621e43a3
0db1bfa93297bfbf883784b4b4c72fabb280bb27,0bc52318abf32562c934532dd68bd35fd8099799
0b22f77003b770ecd129bac81ce4a6afebf8f3b8,0452ab3edaf0b4666cc2919644d102638e055ccb
06cbd6c24d78f7000383f67b7cc98152e01e21eb,0f0d98555c2e73e13eca9a7dd001a11e36958009
0c625b5bdfaaa9a57b2421333fbd55f4cbacfb18,020b3a8ec4485d29c00ccd9c9c073d15373dd7d8
01ba884f33a4a91c9d4ed8605e74fef2fd3d4a08,0442227c9b9ff127fa6a745d4967d9ca5f7606a4
0e259e359671d77bdca006d687754c9626f311ec,0b1734da510f45d754ebb7e8d1ca1fd0e267af20
030d80515d1b49f9a75929a64b6070742081e6c1,0823cfca2c2d2bb0024f098d6249c33d11b25373
0ccf1551f2a7cd16f568e4650c08038e5e90f4d2,0167857873595eae99af9e7310bddf8fde4378d1
004beb929a5fb7273b664475de608d3aec78a3b4,0e2d3c09deea511497544cf48ec1db7fbc2442aa
0cd39ded9e106fb1691d3c8ca52fc7f83818ad19,03ff290c682794ed56723ec98a573c108094183e
08402a749a2c46bffb19359af34ad80b5f10cf7c,0d82cefb854fb4dcbaaa0c5bc8e1b2183884e622
0d9c4f96ad6912e45c7e56eade22063b1f8a2d76,0e27a5bc87140c808554d45037e43e706e8b0d5d
0099a5f4510847d557cae785e4a969c26cf3b8b7,0d498a47e45247123ba856370a49dfdcd4ca9619
0536f1fa5007657874fe4db6ac2d0ba07ccf4dbd,0352b9e074ab16c69ee4877a77645de752c90d8a
00bb8a38c5e36ca6c073e4f91c546515e5b337e6,084de7df6b4a2f4190434677959bb703f759fb63
0ba2b5e47f84190aacdcc2977cd3596fb2ec5afe,0c21ff34e68b201129564e76dcb0e9320b9ed585
06f2e3ae3bdc710249828862562187cdb27b8384,070282410454765dfd4e71bf4b6a7d29bd6b3e3c
0d7f805573c2deb5280c11325375d1dd16b98d7e,0b8656a193c22531f7e510993e62720e64a17f1d
0c8a14a6fad4dd383b8cb8f4069fb519eb5cbca5,07b4c98401dd528c9f24b680736d1db60e2183ab
0f1bc84785ae2168b0dc67b2c02998e78befde3f,0e2d3c09deea511497544cf48ec1db7fbc2442aa
0508f266c654a201204d7d8092eb4bc94841ac47,09eda95be107454d8efb6afc094f92116435f889
0014ef6481586e3b9e5c0c4642e00fbb86136d97,022107496cb44fe31e5ada467a8e3025e9ee77a7
0187ed082dec01783806f948fce60643a3135d7e,0600b8489e500afede6c2a17f574822d40bf1461
074f00fef40f55a122d5c277e053c4e3dee2c708,0ee820ea6fd2519783f9619bd74e43a3a0cd528d
03959774bd97325d3094457d42f20a7824dc764b,03696aded760beab5fcb39762d226f0addb94150
00810927202df79e1c8e5cfdc17f3079a30de5ee,020d6aeeb7ac48967c3dc1eaee7ef13fe3efe856
0278da20f447640084e536bb817f698629c147cd,09cf13dad6cf87e2e38e0ba07e9ba35e505d14cf
08cff2f93871ded6884a6dca73b4da6d65b34043,0e20fb91962b293f8c45da701dea554e1fe31ad3
0a1410fa2f5522a9cb5c51547d8b9618378bee25,075e0ce06c5501fd7dbfee246920273bf36a38a4
0229fce531b3c8a8b3e9b5771e659e24f89d5433,04f7e655ca0771bd1bd3994c7442fdda2705aeb8
0cdf80935abdde9e0965dfc69a15467312af661a,076c0960fdf234f642c2606f0c6f14a1b21ca8f3
0a6aecccc7e8d563c4505ad98f954ecaf95e5b5e,0c907b0d7dfd310df5de1421adf0d5e1ea6e558f
02bb7eb4022ffac29a845536fb7be6e49193b3da,0703d920b16d6700635c45a3dac75cb71df6d623
0b051b0e84f2732b74641e9202291321d3acb5d8,0bc52318abf32562c934532dd68bd35fd8099799
04bffd04551b1c93003b8c59b535afba6c1f4cb7,0118ff261d2a2e5d10ee9be9dd25853d33be73fc
0261e7832f63f97f12d5ec1aea329c1d5fead5e6,0b7f26e8470a92f277f22eaf422040a146dd39c3
0c1b026414c0d50a81cf1d70fdc28ef0c108331f,065db422ad3eed7cda49c8385d2a403a3f9d8939
0591f7a14d9fa797441c135bd3add09e62a2a254,0e117b897d2ed4bd9b1d16bd19ba5e9a85a9e4ab
0883a5774d23e365db0abcf95d08517dc460f73d,0c923842b39ab1cf27364c2d0a7b1b597a94958b
081a733020b60760af92f126ec38fef9aea5d0af,084a5de2a5b7a6eb15bd4fc9480de2eab67afcb5
0851ee7cb2993c1d2b7c324b8c0d04302c3c6900,09d2a80b289bc10000ce7ed57549127bb7b84461
08f2ec71ec4e04d26f1c5973b31682f1e490859c,04e97ed7e7d63acb85bd0030b4253e90fe53f19f
09bac9f251657b215fe7ef2e694c8a04f5a5b03b,0352b9e074ab16c69ee4877a77645de752c90d8a
041aca6cce5ce4fe6f789e7539063016d0a21421,0b5a3b0d301f92d110655de8b306ea2439b3c005
076cd67823d0526ae4334b98df6890a969deb97a,0b137eb3cb8641c68abf7ab6b0087add16ef53c8
056fb9c231c9c9a136e6f3c21414efa0a8d5a461,0b137eb3cb8641c68abf7ab6b0087add16ef53c8
040ced8df64ab51076c5f1f783630819e294297a,09187ea0c6144de9ad10b4bc2424c5e4a87ebd25
00c7c4a28204278057f1b9a4de6d5cdfc3022e40,062ff9253d8d9189c9acb275ef43282669fcc7b5
0dee49f7ec6abadfee3d5d5f58ae7f05b4bb70e6,0ab72f7ccc4c7b22fecd985919e0d4fb33215ec1
060328e39dd4aaacb8ac1a5791c5e259f600b954,06feeb8d2cb0b46d4fa62ce732338c51d5d554ea
0aba56ed0401f650615049d7b1a6d2982eab625e,0bb2335c38e75c6c4f9f15f2353823b3df836857
0791bb269ca54d6421efadb6b2d0c38db8bcf2c1,08a4c18ff18b394c3d8c494aa737c1ad11dbd865
030a1a3d601333dc62750d4696bb5d5bb5a33cf5,08c934f0bf847a1366a9f9714a91a13d4300f449
0b9429a0ce58b5cdc65703905deb4f024bdeb5db,0f8a334c3b80f1ad9a19b3885958e0d974133a9c
05b08aed5b5a3921c1f0a4695caeeb78f065a711,0352b9e074ab16c69ee4877a77645de752c90d8a
0185193a54fc1b97fc65424f479e22e795b3e6f3,089d995e09486f4a9bade9545f48d274c1977219
0ae09413aa061e4af50d6b2999cb9f86a1d53084,0b137eb3cb8641c68abf7ab6b0087add16ef53c8
0b119f2b8d4b037f64a0ee3064697ae6e35bb7cd,0cf7158cad1dc933d9401466b9ee5517cd3b6d9f
0c9ddf9c968aa68143d91b367839075404a90efd,0e46e8e31371a4e02ce9294e8c0886d192938d6a
017c36bc52739b38f4df028be64f3eebc636c039,0e2d3c09deea511497544cf48ec1db7fbc2442aa
039628f76f19b28d2018ec700dedbe38f86a95d1,0e72c998806412b0acf740dfc4bbc85d95c26bbb
03a42c1bd3b81abd02ac0249f26e336c5f8cd0bb,07e0f90b13a3921204c9279edf9eaa4f225b2777
076ca8f7d5908c5a211a69ecf5f49a2eda3f8bb2,07b712149cd7a3e4c849ee15920208b972462988
05fc952ce5c8461cc3532220eec530f5d3540054,055e34d2b0260312bd9dc9044f148b9daf28025e
084de7df6b4a2f4190434677959bb703f759fb63,00bb8a38c5e36ca6c073e4f91c546515e5b337e6
0ca8b6b49c2762ad369002c5fb129adf09f32b0f,01addba14f4965231813770a0d3ea81c86253a19
00759da989c7ee0f87afce10b69efb8cc256fd7e,0fabf54dc5008a3dc6eab4434b89847b18a46814
09dc7cdd16205b4536b0b26b443ff1b27996b529,0f79e5fe77ad417dd9c9b525c65b229d88b3a87d
073663789231453e545c6a0dd206bb45b953a9da,070282410454765dfd4e71bf4b6a7d29bd6b3e3c
08c7599862be7ef445918bb4c80693254c781378,0e09270d583cd0b041cbd33dafa158c55e295b13
0284d13a69a68541dcf837a4367612753415c2f2,0370042b0a9803b33ade8ba448bf8748f3fdbe5e
0089785b95f0c2556c7a3c68bb255f70701ef637,0c21ff34e68b201129564e76dcb0e9320b9ed585
04853d972067f411a03d591fcb4d940a0fb73072,0bfc5d46e7349c20ffae6696123ec447e00a8778
0aabab48f1c8b497755052ecfdbb1c907aeb6d21,033dd81352029c0ffc17a2c8fbffe84234e009d4
02fa359b6d221a0dcc0d719fc37277d7407c09c0,0f6c915b3e5bcd5d3b1d1db8fc12070ecac5b315
064145b9333368e05b3943cae9bb98e3e009dd45,0b1734da510f45d754ebb7e8d1ca1fd0e267af20
0eda82734d9eab9f1bfad6866b7882af19e5dbe7,001447f433473b96ec7550a8aace1b0aca590368
076c0960fdf234f642c2606f0c6f14a1b21ca8f3,0cdf80935abdde9e0965dfc69a15467312af661a
03913143a93c1609ecc3866e973f02a93cd20d58,0e861e1bd3f3abcb79cda0e476ae43d3146e3b51
0f97e8d5f74ce3d8a7d67b5f3536c58b500dfecb,06dd09a0790b212cb65122be331a753800017cda
0e6c2bdd58d02c2a588b36ec5594b7b2375db762,072499189c9b7ac3d06fc80d921e9e1be449b0b4
0f79e5fe77ad417dd9c9b525c65b229d88b3a87d,09dc7cdd16205b4536b0b26b443ff1b27996b529
05676501ce3fc34e69d65794bf2dfcbc4f1999f1,051fd747844375131b23e92562dfab8d9bb39ca7
089bfd88564ffb4160fcb561160249c52e48baa5,0d5e25a77902f248b09d35d54e54edcd3894d688
0964d4ac419d71314fca034897b82062e1e80199,0040c302e552b72cacf3a065f56c3f0e87daa91b
08ed26fc3e8cd57b5992ddfe0446bf6acaa58cc1,09d371ec355a77e12c80f60a1b61505788186c2f
008fdc4a5ba01341f47135bf390a9806643c3a73,00bb8a38c5e36ca6c073e4f91c546515e5b337e6
0d9ae5e7535b2b4bb11b8d427c48bbf51d4c4173,0093b0ec30cb36700566ce47c58d64c8a55c5095
0591648ac598bd75a877fa01c0886cc7f9a2b718,0f667d1a24021aa5972eb29bda1c813876b0119e
06a7cb4242bf19fe1baa25d1e9cd0c746f5c373a,08310a51292d1258df15988bbc9ac8dfc4f9ba4f
08fbc055abb626312ac627a67fcea503df7f25e6,00b27038f9a641d9c5e8b17be5696c76d1c72ec7
0aa187af5e3df24218c4cda25a2f1dfa8c510e0f,0470cfdc88cba69dbc1ddb4ae39dbc43a53b6412
0b6e1af63f1427fb06c8d41485265ec070cbed87,020b3a8ec4485d29c00ccd9c9c073d15373dd7d8
07ee12896a03c1587aa6ca7ae5ecc4f466baa0a3,06541b701e51cacbba9ea482ce1ae6e66c8385e8
0d1e82a7becff7d7e927dedbaf5e5da73a57adc3,015a8852b1a9ad3cc7825b14515e75140ba2f61e
01d85a0fe15d120585e962bc553d67954139f758,0acf30a0afe3f6115aa407656ecb60ce5baa4a25
04e97ed7e7d63acb85bd0030b4253e90fe53f19f,08f2ec71ec4e04d26f1c5973b31682f1e490859c
0dc748622042ac1141dd4b7e622a725e14394df1,0edd010105d343d4d9b60336eb4149558e06757d
033dd81352029c0ffc17a2c8fbffe84234e009d4,0aabab48f1c8b497755052ecfdbb1c907aeb6d21
0628fbe2cd551cb30b2837c7a8ba3be2fb2e07b1,03945836d85ead9c43179ac8f2ddbbf18772772f
04583b51ae12f60ad667174e7e63f10ffa83d541,0ccbc1b84e0ed4abbd39aa42398c956bc51ac2c7
0312014c1d2c466cfdc8033ac7b8ddce42391075,0cc6301b39946fe2086f79f38fd9523942b247a7
0b9077cf685df98e1fb77fa0472f585b622c6ef2,09dc7cdd16205b4536b0b26b443ff1b27996b529
0329eba8971aa8551b53722587c11a91b8676744,071f7ce2d2b31728783f6ec36231932451690744
03922fa932e3f74d8859002fdcb97e6b6055c8e0,044e70cae0c38d604dcd5628ff3001d75fa4fd5a
0112e63503428bb5a9e2fb2ad33342179b6fdf8b,0b137eb3cb8641c68abf7ab6b0087add16ef53c8
08e73ceb4fa7dabf1928d20b209373db51cd4d3f,00c49b5316f1a6218fd546b8fea6bef28d38a94e
0d8f8fb27aa968eaafbbbc06601d4396ed0a3b52,07e8f30e2de8d2ef84dfa36f17a4a6238b3b265d
0d99adb7c9b3a99c748b607241e23dd33ba6fae7,001c0fcac21a61f252b9f159d1a13fd1b2e84699
03afc51ff2c0a607d0d738a3f75cb968f19c0946,0c8c0d4f428c7d66f1c874e043bd770e25addfae
0232955b1daefbd95b8405053423e33e21441c8c,0df33f523f595110ddddb2962b432dff1d9e5824
0cbd1427740463b6023d466354b7dcc2e0750129,070282410454765dfd4e71bf4b6a7d29bd6b3e3c
07c1747adac599b9c1b3ab01a631bca173da6fc0,03422df1a07ac3b5f94b5f2a38395e36869664d0
0093b0ec30cb36700566ce47c58d64c8a55c5095,0d9ae5e7535b2b4bb11b8d427c48bbf51d4c4173
0c574265c1a52ab9f75daf3a88e85edd8cfdd7b9,01742cae321d0cbfb02608dc8b9877f915c8add2
0877e69c7249d27d35a3c6f8fed71a2e1082945d,0c013054ac8b0337cc4a8649fed67e88189b90c9
01df269ab23df5404f9177786bb1eca3ee9dec23,067f3be1c6fc66203ca51c4e38a51048bfcc1cb9
0ee47391312f1cf4d9a5647cdca199e63f2d33e4,0281550281fe91ee5c6dfcccea6687799541b57e
0cf01d7641fd5bfd96ae61f0907ab504244024f6,016b510048a70ba88685bd107486cf900cd1d817
084a5de2a5b7a6eb15bd4fc9480de2eab67afcb5,081a733020b60760af92f126ec38fef9aea5d0af
0b5060dfc709f920ec3a7161f06879fe0eb1dc32,0c21676956c16fb9a4ece83a3b5d8ee07fffa94b
051fd747844375131b23e92562dfab8d9bb39ca7,05676501ce3fc34e69d65794bf2dfcbc4f1999f1
0b68f2447db58d71b7cd8282974aae19ea209cc5,049200a4e97b3fbf17d55e7e999bbd8b80c1f021
049e7cb4831c713e102dfc82070d8cb2f66f80e9,0352b9e074ab16c69ee4877a77645de752c90d8a
0fba64bd9065f0106af4b97dd7eb2f6b243c47e3,0e144accca6d1fdc5f51e897109002056a86f5ed
06a7c528b5d49c5f216d6740e7bf856a9e9bad45,0d9ae5e7535b2b4bb11b8d427c48bbf51d4c4173
0afd26997bac780c010ac8243e4dfb71a22f613f,0ba854069ac7d4ba75ce037cb5e2bb53dbc8b3fd
028c2bd44aa11665f5901a565f9a06e0abbc13c3,0d3622a25decf6d6f789b9c483a43652969b9ed9
05eaf4814de9412dc7a680a30fc40ac10f0802fc,02c852e906417176547db366784a85311cc214c2
0b7b7e236d72d0aadab4f546bcb2c126dc9dc512,0b1734da510f45d754ebb7e8d1ca1fd0e267af20
0ae6cc7bb87f1d4dfd0e796f6a8e7d404b4cbb93,02b666e6a95d72105478afd1d1aac40155a2c016
0e46e8e31371a4e02ce9294e8c0886d192938d6a,0c9ddf9c968aa68143d91b367839075404a90efd
0cf0434cf148b34b723823f4d189b7eb1a1597b0,09e29a2cae34d5f0603c5fcbd91cc2fe0a00bb99
0763c684567f9cabe4e4f40b52e1cb9c3122178b,0168723640257f3b03bda8f62ae1aa460d194395
0bbb2374073bcd60dcb0fca60d198f8b3401ca4b,0b1734da510f45d754ebb7e8d1ca1fd0e267af20
0f0ff14b84a14f47480f4379226c760cb50fe5d0,065627c3ff3b08640b50b6544a5ddbad05da5032
0698b9e6d12fadefc35769b93154f6ece3088637,0370042b0a9803b33ade8ba448bf8748f3fdbe5e
028d4c167239312b0210267df0b3cf390027cd97,0ec9884eba3f8a9bbb2344b459f6d356fcb4fbc9
045d222c84a79e998c2f6daab1c0dbc7f423b1bf,04c51df613eb4404854b6a821a9e01abe383e169
08082e56a635c78c98fe37db23829bf8fa56420d,0abb221e81837608e712827db71eb1ee51c3cfc2
05248c1722f0c98d170dc9e68f628557f07243b8,08d8462332521882d7c877a2750023c6820cec5a
008a4cdacca9ccbcdad668785267339dd7f95c1b,033de0dc3fb69d726ce6e203528d31a8989a066e
0e9612641318c7cba33cf6e6398ea0d641094225,08a551c549fabf3b87b960ce9261fc33cac059b9
0cf28fac83f516ef00b067d3ac00d34bde849166,02f6dd67b922f0c02b5f67aefc8a9fca071d6420
054f410f90583548e77b3d7bf143b3a0a960ec9b,0cc3d72cadcbb92697ab67e86d830bc8a70c3769
02627d1ed5d8c879deb2f391c42cc6ebf5e2287f,06da64a5914c68faffb830a878324680c5155d07
0b334158583d32641d73cbe5c2f0664c8a8080fc,0e05bd49788e95b341137e2b4e6bc39d543ebd0f
0281550281fe91ee5c6dfcccea6687799541b57e,0ee47391312f1cf4d9a5647cdca199e63f2d33e4
02b6a70372957f64657585067ebafc1857052723,074eb8936e0483673c1c353db53add06a056b79b
0cadcf1f3cf3e6caec358e156bdcc18b5c25b10f,017cb40cca10f3846757e7f4b55e77377212cd1c
0e391fbd38533e7ff5aefea496c409d0bc0015cb,0b137eb3cb8641c68abf7ab6b0087add16ef53c8
0b8656a193c22531f7e510993e62720e64a17f1d,0d7f805573c2deb5280c11325375d1dd16b98d7e
0106dc4800f6249ccddd0547533b8cc160dc9f91,0352b9e074ab16c69ee4877a77645de752c90d8a
0e09270d583cd0b041cbd33dafa158c55e295b13,08c7599862be7ef445918bb4c80693254c781378
0cc3d72cadcbb92697ab67e86d830bc8a70c3769,054f410f90583548e77b3d7bf143b3a0a960ec9b
00e64be59a8388f18146747c847d346809b57c65,0bc52318abf32562c934532dd68bd35fd8099799
053f86e5af1a7c54c195b087633a5a324069c2f1,04ac28f3e192d1fd92d4c28891d0bb2d577b8649
058a25a8fe503fa915d9e93f34191f58b681cc5f,0b01f139f359a033381f3b321946d1fd25bb5856
00442f992eea70513992b55c83e38275cd5e4f68,0b74da708b331a98b9b06357fc7a55d82451e33d
0704af8f82f2b0a0f1d52491aa5d4c06c20e81d3,0c2333f60b5d2f67aba428d28cc1429ba0d06405
02cee197696620d89d6f0551bf7084dc3b96f4a7,0e30d10b05bc93d1e1445109fd3a4495d5b0a9b7
0703d920b16d6700635c45a3dac75cb71df6d623,02bb7eb4022ffac29a845536fb7be6e49193b3da
04d3dc765827d098274ae28d10d413c9fc283387,0eb41a8db29294cad48b3feb5fffbf1e1165f406
066fbb631d3446d30e63368270d3862f352bedbc,0d7f805573c2deb5280c11325375d1dd16b98d7e
05ae29021e6bd6bea6dcf347e30ffce52c4201f9,088bf9f1fb2ba5d6df9baf5f7a210a480d7895b5
